label,url,hostname,length_of_fqdn,replica_in_fqdn,in_top_one_million,num_of_currencies_seen,num_of_duplicate_prices_seen,percent_savings,contain_emails,large_iframes,china_registered,under_a_year,under_a_year_dummy,china_registered_dummy
0,http://www.nailsmall.tw/,www.nailsmall.tw,16,0,0,1.0,4.0,0.8461538461538461,1,0,0,0,0,1
0,http://www.byfunme.me/,www.byfunme.me,14,0,0,1.0,4.0,0.8461538461538461,1,0,0,0,0,0
0,http://www.bonuswinner.com.tw/,www.bonuswinner.com.tw,22,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.bonuswinner.com.tw/home/,www.bonuswinner.com.tw,22,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.outdoorfun.com.tw/,www.outdoorfun.com.tw,21,0,0,1.0,3.0,0.0,0,0,0,0,0,1
0,http://vip.saholea.com/v2/official,vip.saholea.com,15,0,0,1.0,8.0,0.0,0,0,0,0,0,0
0,http://www.hair.com.tw/,www.hair.com.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.pcstore.com.tw/,www.pcstore.com.tw,18,0,0,1.0,2.0,0.4443071491615181,0,0,0,0,1,1
0,http://www.brandoff.tw/,www.brandoff.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.luxury.com.tw/v3/index.asp?src=,www.luxury.com.tw,17,0,0,1.0,4.0,0.0,0,0,0,0,1,1
0,http://www.thebrandboutique.co.za/,www.thebrandboutique.co.za,26,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.520used.com/,www.520used.com,15,1,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://iomagic.com/,iomagic.com,11,0,1,1.0,3.0,0.5617977528089888,0,0,0,0,0,0
0,https://en.wikipedia.org/,en.wikipedia.org,16,0,1,1.0,3.0,0.5617977528089888,0,0,0,0,0,0
0,http://www.bonjour.tw/,www.bonjour.tw,14,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.daf-shoes.com/,www.daf-shoes.com,17,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://www.anns.tw/v2/official,www.anns.tw,11,0,0,1.0,3.0,1.0,0,0,0,0,1,1
0,http://www.amai.tw/v2/official,www.amai.tw,11,0,0,1.0,48.0,1.0,0,0,0,0,0,1
0,http://www.herls.com.tw/,www.herls.com.tw,16,0,0,1.0,1.0,0.0,0,0,0,0,1,1
0,https://www.gioshoes.com.tw/,www.gioshoes.com.tw,19,0,0,1.0,1.0,1.0,0,0,0,0,1,1
0,http://www.wengcollectionplus.com/v2/official,www.wengcollectionplus.com,26,0,0,1.0,38.0,0.25548351170112504,0,0,0,0,1,1
0,http://www.rebeccabonbon.com.tw/v2/official,www.rebeccabonbon.com.tw,24,0,0,1.0,13.0,1.0,0,0,0,0,1,1
0,https://www.paidal.com.tw/,www.paidal.com.tw,17,0,0,1.0,24.0,0.2631578947368421,0,0,0,0,1,1
0,https://www.eversimple.co/,www.eversimple.co,17,0,0,1.0,1.0,0.0,0,0,0,0,0,0
0,http://www.karine.com.tw/v2/official,www.karine.com.tw,17,0,0,1.0,20.0,0.15151515151515152,0,0,0,0,1,1
0,http://www.istayreal.com/,www.istayreal.com,17,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://tw.istayreal.com/,tw.istayreal.com,16,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://www.sky-blue.com.tw/v2/official,www.sky-blue.com.tw,19,0,0,1.0,50.0,0.25548351170112504,0,0,0,0,1,1
0,http://www.tokyo-queen.com.tw/Shop/,www.tokyo-queen.com.tw,22,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.kirohome.com/,www.kirohome.com,16,0,0,1.0,4.0,0.2783964365256125,0,0,0,0,0,0
0,https://www.kirohome.com/,www.kirohome.com,16,0,0,1.0,4.0,0.321285140562249,0,0,0,0,0,0
0,http://www.joannashop.com.tw/v2/official,www.joannashop.com.tw,21,0,0,1.0,34.0,1.0,0,0,0,0,1,1
0,https://www.osmar.com.tw/,www.osmar.com.tw,16,0,0,1.0,11.0,0.5012531328320802,1,0,0,0,1,1
0,http://lippy-store.com/,lippy-store.com,15,0,0,1.0,3.0,0.202020202020202,0,0,0,0,0,0
0,http://www.shape.com.tw/v2/official,www.shape.com.tw,16,0,0,1.0,13.0,0.0,0,0,0,0,1,1
0,https://www.pgmall.com.tw/,www.pgmall.com.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.chenson.tw/,www.chenson.tw,14,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.bbhouse.com.tw/,www.bbhouse.com.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.bbhouse.com.tw/App/Shop/Default.aspx,www.bbhouse.com.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://biggo.com.tw/,biggo.com.tw,12,0,1,1.0,2.0,0.0,0,0,0,0,1,1
0,http://www.baibeauty.com/v2/official,www.baibeauty.com,17,0,0,1.0,21.0,0.6004,0,0,0,0,1,1
0,http://www.amay-style.com/v2/official,www.amay-style.com,18,0,0,1.0,7.0,1.0,0,0,0,0,0,0
0,https://www.fmshoes.com.tw/,www.fmshoes.com.tw,18,0,0,1.0,7.0,1.0,0,0,0,0,0,1
0,http://sandaru.91app.com/v2/official,sandaru.91app.com,17,1,0,1.0,3.0,0.0,0,0,0,0,0,0
0,http://www.richbaby.com.tw/,www.richbaby.com.tw,19,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.lane172.com.tw/v2/official,www.lane172.com.tw,18,1,0,1.0,7.0,1.0,0,0,0,0,1,1
0,http://sdshoes.91app.com/v2/official,sdshoes.91app.com,17,1,0,1.0,3.0,0.075,0,0,0,0,0,0
0,http://www.miaki.com.tw/v2/official,www.miaki.com.tw,16,0,0,1.0,39.0,0.404040404040404,0,0,0,0,1,1
0,http://cart0030.3785tv.com/,cart0030.3785tv.com,19,1,0,1.0,10.0,0.5,0,0,0,0,0,0
0,http://www.74oz.com.tw/,www.74oz.com.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.74oz.com.tw/App/Shop/Default.aspx,www.74oz.com.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.playershop.com.tw/Shop/,www.playershop.com.tw,21,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.caroline.com.tw/,www.caroline.com.tw,19,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.911shop.com.tw/default.aspx,www.911shop.com.tw,18,1,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.911shop.com.tw/App/Shop/Default.aspx,www.911shop.com.tw,18,1,0,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.radiantstar.tw/,www.radiantstar.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.radiantstar.tw/App/Shop/Default.aspx,www.radiantstar.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://rayfair.meepshop.com/,rayfair.meepshop.com,20,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.achicat.com/v2/official,www.achicat.com,15,0,0,1.0,2.0,1.0,0,0,0,0,1,1
0,http://annshop.91app.com/v2/official,annshop.91app.com,17,1,0,1.0,2.0,0.1430615164520744,0,0,0,0,0,0
0,http://www.apmart.com.tw/v2/official,www.apmart.com.tw,17,0,0,1.0,5.0,0.21794871794871795,0,0,0,0,1,1
0,http://www.tipsypresent.com/,www.tipsypresent.com,20,0,0,1.0,9.0,0.0,0,0,0,0,0,0
0,https://zh.wikipedia.org/,zh.wikipedia.org,16,0,0,1.0,9.0,0.0,0,0,0,0,0,0
0,http://www.mandyshop.com.tw/Shop/,www.mandyshop.com.tw,20,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.ailian.com.tw/,www.ailian.com.tw,17,0,0,1.0,2.0,0.9,1,0,0,0,1,1
0,https://www.ailian.com.tw/shop/plaza.php,www.ailian.com.tw,17,0,0,1.0,2.0,0.9,1,0,0,0,1,1
0,http://cocomommy.com/,cocomommy.com,13,0,0,1.0,6.0,0.4206896551724138,0,0,0,1,0,0
0,http://www.howowo.com.tw/v2/official,www.howowo.com.tw,17,0,0,1.0,2.0,1.0,0,0,0,0,1,1
0,http://www.web66.com.tw/,www.web66.com.tw,16,0,0,1.0,2.0,0.3616,0,0,0,0,0,1
0,https://www.sweetwawa.com/,www.sweetwawa.com,17,0,0,1.0,10.0,0.3142857142857143,0,0,0,0,0,0
0,http://rvft3zj75j.pixnet.net/blog,rvft3zj75j.pixnet.net,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://www.babyview.com.tw/,www.babyview.com.tw,19,0,0,1.0,8.0,1.0,0,0,0,0,1,1
0,http://www.rearhouse.com.tw/,www.rearhouse.com.tw,20,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.eding.com.tw/v2/official,www.eding.com.tw,16,0,0,1.0,4.0,0.9009009009009008,0,0,0,0,1,1
0,https://www.youbaby.com.tw/,www.youbaby.com.tw,18,0,0,1.0,4.0,0.9009009009009008,0,0,0,0,1,1
0,https://news.tvbs.com.tw/,news.tvbs.com.tw,16,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.wellbaby888.com/,www.wellbaby888.com,19,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.wellbaby888.com/welcome.php,www.wellbaby888.com,19,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://jiaeryuan.91app.com/v2/official,jiaeryuan.91app.com,19,1,0,1.0,8.0,0.7619047619047619,0,0,0,0,0,0
0,https://shop.in-mommy.com/,shop.in-mommy.com,17,0,0,1.0,6.0,0.1,0,0,0,0,0,1
0,http://www.double-love.tw/,www.double-love.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.double-love.tw/App/Shop/Default.aspx,www.double-love.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://gbaby.shop2000.com.tw/,gbaby.shop2000.com.tw,21,1,0,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.hanshin.com.tw/,www.hanshin.com.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://blog.xuite.net/,blog.xuite.net,14,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://www.104.com.tw/,www.104.com.tw,14,1,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://online.senao.com.tw/,online.senao.com.tw,19,0,0,1.0,2.0,0.4652173913043478,0,0,0,0,0,1
0,http://www.queen3c.com.tw/,www.queen3c.com.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.17goshop.com.tw/,www.17goshop.com.tw,19,1,0,1.0,2.0,0.2,0,0,0,1,0,1
0,https://www.cm999.com.tw/,www.cm999.com.tw,16,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.ptt.cc/index.html,www.ptt.cc,10,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://www.eclife.com.tw/,www.eclife.com.tw,17,0,0,1.0,2.0,1.0,0,0,0,0,1,1
0,http://www.rainbow3c.com.tw/,www.rainbow3c.com.tw,20,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.rainbow3c.com.tw/CHP51/,www.rainbow3c.com.tw,20,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.chiayi.org.tw/,www.chiayi.org.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.jsit.com.tw/,www.jsit.com.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://nt66.com.tw/,nt66.com.tw,11,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.sanjing3c.com.tw/,www.sanjing3c.com.tw,20,0,0,1.0,2.0,0.561633281972265,0,0,0,0,1,1
0,http://www.hsp.net.tw/,www.hsp.net.tw,14,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.hjtilemuseum.com.tw/,www.hjtilemuseum.com.tw,23,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.ys3c.tw/v2/official,www.ys3c.tw,11,0,0,1.0,36.0,0.6680672268907563,0,0,0,0,1,1
0,http://www.ycctech.com.tw/,www.ycctech.com.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.ten-full.com/,www.ten-full.com,16,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.ten-full.com/news.php,www.ten-full.com,16,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://www.watershop.com.tw/,www.watershop.com.tw,20,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://furukawa-iin.net/,furukawa-iin.net,16,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://shopping.friday.tw/,shopping.friday.tw,18,0,0,1.0,5.0,0.742,0,0,0,0,0,1
0,http://www.efuji.com.tw/,www.efuji.com.tw,16,0,0,1.0,2.0,0.351528384279476,0,0,0,0,1,1
0,https://www.1111.com.tw/,www.1111.com.tw,15,1,0,1.0,2.0,0.351528384279476,0,0,0,0,0,1
0,http://www.house581.com/index.asp,www.house581.com,16,1,0,1.0,3.0,0.14080459770114942,0,0,0,0,0,0
0,http://www.shoushia.com.tw/,www.shoushia.com.tw,19,0,0,1.0,1.0,0.5986577181208054,0,0,0,0,1,1
0,http://www.shoushia.com.tw/,www.shoushia.com.tw,19,0,0,1.0,1.0,0.5986577181208054,0,0,0,0,1,1
0,https://www.ftc.gov.tw/internet/main/index.aspx,www.ftc.gov.tw,14,0,0,1.0,1.0,0.0,0,0,0,0,1,1
0,https://www.ftc.gov.tw/internet/main/index.aspx,www.ftc.gov.tw,14,0,0,1.0,1.0,0.0,0,0,0,0,1,1
0,https://www.ftc.gov.tw/internet/main/index.aspx,www.ftc.gov.tw,14,0,0,1.0,1.0,0.0,0,0,0,0,1,1
0,http://www.flymi.com.tw/,www.flymi.com.tw,16,0,0,0.0,0.0,0.0,1,0,0,0,1,1
0,https://www.dfd.com.tw/,www.dfd.com.tw,14,0,0,1.0,3.0,0.21457219251336895,0,0,0,0,1,1
0,https://www.playsound.com.tw/,www.playsound.com.tw,20,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.autobuy.tw/,www.autobuy.tw,14,0,0,1.0,19.0,0.9490707789640174,0,0,0,0,1,1
0,http://www.avmega.com.tw/,www.avmega.com.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://feature.u-audio.com.tw/,feature.u-audio.com.tw,22,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.daiso.com.tw/,www.daiso.com.tw,16,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://shopping.friday.tw/,shopping.friday.tw,18,0,0,1.0,5.0,0.742,0,0,0,0,0,1
0,http://www.hilife.com.tw/,www.hilife.com.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.amah.com.tw/,www.amah.com.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.amah.com.tw/amah.asp,www.amah.com.tw,15,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.oralfreshtw.com/,www.oralfreshtw.com,19,0,0,0.0,0.0,0.0,0,0,0,1,0,0
0,http://www.asap.com.tw/,www.asap.com.tw,15,0,0,1.0,1.0,0.0,0,0,0,0,1,1
0,https://www.bluecatnetworks.com/,www.bluecatnetworks.com,23,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://wabao.91app.com/v2/official,wabao.91app.com,15,1,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://page.line.me/jp/,page.line.me,12,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://www.komonoya.com.tw/komonoya/index.php,www.komonoya.com.tw,19,0,0,1.0,11.0,0.2413793103448276,0,0,0,0,1,1
0,http://www.books.com.tw/,www.books.com.tw,16,0,0,1.0,2.0,0.816923076923077,0,0,0,0,0,1
0,https://www.lovingfamily.com.tw/TC/index.aspx,www.lovingfamily.com.tw,23,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.siangsliving.com.tw/v2/official,www.siangsliving.com.tw,23,0,0,1.0,4.0,1.0,0,0,0,0,1,1
0,https://www.artisbrush.com/,www.artisbrush.com,18,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.hdlife.com.tw/,www.hdlife.com.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.peachy.com.tw/v2/official,www.peachy.com.tw,17,0,0,1.0,4.0,1.0,0,0,0,0,1,1
0,http://www.dayneeds.com/,www.dayneeds.com,16,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://pbof.com.tw/,pbof.com.tw,11,0,0,1.0,3.0,1.0,1,0,0,0,1,1
0,https://www.woogii.com.tw/home.php?mod=follow&view=follow,www.woogii.com.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.famiclean.tw/,www.famiclean.tw,16,0,0,1.0,3.0,0.15,0,0,0,0,0,1
0,https://store.lishih.net/,store.lishih.net,16,0,0,1.0,1.0,0.5657894736842105,0,0,0,0,0,0
0,http://www.dggmall.com.tw/,www.dggmall.com.tw,18,0,0,1.0,1.0,0.0,0,0,0,0,1,1
0,http://www.dggmall.com.tw/phpshop/,www.dggmall.com.tw,18,0,0,1.0,1.0,0.0,0,0,0,0,0,1
0,http://shop.norns.com.tw/v2/official,shop.norns.com.tw,17,0,0,1.0,3.0,0.2777777777777778,0,0,0,0,1,1
0,http://www.ipeen.com.tw/,www.ipeen.com.tw,16,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,http://www.dclife.co.jp/,www.dclife.co.jp,16,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.mobile01.com/,www.mobile01.com,16,1,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://www.lomopie.com/,www.lomopie.com,15,0,0,1.0,3.0,0.0,0,0,0,0,0,0
0,http://www.filminstax.com.tw/,www.filminstax.com.tw,21,0,0,1.0,3.0,0.21739130434782608,0,0,0,0,1,1
0,http://www.chiuhua.com.tw/,www.chiuhua.com.tw,18,0,0,1.0,2.0,0.9487750556792872,0,0,0,0,1,1
0,https://www.ege.tw/,www.ege.tw,10,0,0,1.0,2.0,0.8318318318318318,0,0,0,0,1,1
0,http://www.fun4go.com/,www.fun4go.com,14,0,0,1.0,2.0,0.02717391304347826,0,0,1,0,0,0
0,https://www.newstyle.com.tw/,www.newstyle.com.tw,19,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,http://www.tayoco.com.tw/,www.tayoco.com.tw,17,0,0,1.0,1.0,0.4827586206896552,0,0,0,0,1,1
0,http://www.3ccellphone.com/,www.3ccellphone.com,19,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://sl.se/,sl.se,5,0,1,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.findprice.com.tw/,www.findprice.com.tw,20,0,0,1.0,1.0,0.0,0,0,0,0,0,1
0,https://www.518.com.tw/,www.518.com.tw,14,1,0,1.0,1.0,0.0,0,0,0,0,1,1
0,http://www.101sm.com/,www.101sm.com,13,1,0,1.0,2.0,0.26666666666666666,0,0,0,0,1,1
0,http://www.101sm.com/shop/,www.101sm.com,13,1,0,1.0,2.0,0.26666666666666666,0,0,0,0,0,0
0,https://www.goyomoney.com.tw/,www.goyomoney.com.tw,20,0,0,1.0,7.0,0.4,0,0,0,0,1,1
0,https://store.goshoptw.com/,store.goshoptw.com,18,0,0,1.0,8.0,0.101010101010101,0,0,0,0,0,1
0,https://www.jystore.com.tw/,www.jystore.com.tw,18,0,0,1.0,3.0,0.8474489795918367,0,0,0,0,0,1
0,http://www.chineseinla.com/,www.chineseinla.com,19,0,0,1.0,1.0,0.0,0,0,0,0,0,1
0,http://tw.91mai.com/,tw.91mai.com,12,1,0,1.0,4.0,0.5,0,0,0,0,0,0
0,https://www.qek888.com/,www.qek888.com,14,0,0,1.0,11.0,0.8322147651006712,0,0,0,0,0,0
0,http://www.arzshop.tw/v2/official,www.arzshop.tw,14,0,0,1.0,5.0,0.6012024048096193,0,0,0,0,1,1
0,http://www.runwayco.tw/v2/official,www.runwayco.tw,15,0,0,1.0,3.0,1.0,0,0,0,0,0,1
0,https://www.touch-kr.com.tw/,www.touch-kr.com.tw,19,0,0,0.0,0.0,0.0,0,0,0,0,1,1
0,https://www.merriam-webster.com/,www.merriam-webster.com,23,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,http://www.funbox.com.tw/,www.funbox.com.tw,17,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.amuzinc.com/,www.amuzinc.com,15,0,0,0.0,0.0,0.0,0,0,0,0,0,0
0,https://www.toysrus.com.tw/,www.toysrus.com.tw,18,0,0,0.0,0.0,0.0,0,0,0,0,0,1
0,https://www.punchboardgame.com/,www.punchboardgame.com,22,0,0,1.0,3.0,0.20408163265306126,0,0,0,0,0,0
0,https://www.carfans.com.tw/,www.carfans.com.tw,18,0,0,1.0,7.0,0.19777777777777775,0,0,0,0,1,1
0,http://shop.autocare.com.tw/v2/official,shop.autocare.com.tw,20,0,0,1.0,6.0,1.0,0,0,0,0,1,1
0,http://www.answer168.com/v2/official,www.answer168.com,17,1,0,1.0,2.0,1.0,0,0,0,0,0,0
